"ISIid","leadau","type","journal","year","volume","issue","bp","ep","refs","cites","authn","title"
"WOS:000318180000005","Hemmer-Hansen, J","Article","MOLECULAR ECOLOGY",2013,"22","10","2653","2667",91,34,11,"A genomic island linked to ecotype divergence in Atlantic cod "
"WOS:000317938000006","Roldan, BE","Article","ZYGOTE",2013,"21","2","151","157",30,0,5,"Study of the first blastomeres in Coho salmon (Oncorhynchus kisutch) "
"WOS:000317870600037","Bao, YB","Article","FISH & SHELLFISH IMMUNOLOGY",2013,"34","5","1320","1324",37,3,8,"Polymorphism of the multiple hemoglobins in blood clam Tegillarca granosa and its association with disease resistance to Vibrio parahaemolyticus "
"WOS:000317870600045","Magnadottir, B","Article","FISH & SHELLFISH IMMUNOLOGY",2013,"34","5","1372","1375",21,3,3,"Immuno-histochemical determination of humoral immune markers within bacterial induced granuloma formation in Atlantic cod (Gadus morhua L.) "
"WOS:000317885100003","Giannetto, A","Article","GENE",2013,"519","2","222","230",38,3,4,"Influence of photoperiod on expression of DNA (cytosine-5) methyltransferases in Atlantic cod "
"WOS:000317887500013","Osborne, MJ","Article","JOURNAL OF HEREDITY",2013,"104","3","437","446",72,2,4,"Genetic Analysis of Captive Spawning Strategies for the Endangered Rio Grande Silvery Minnow "
"WOS:000315458700008","Hemmingsen, W","Article","MARINE BIOLOGY RESEARCH",2013,"9","4","431","436",22,2,2,"Latitudinal variations in the occurrence of some cod parasites along the west coast of Norway "
"WOS:000316816000009","Brooker, AJ","Article","PARASITOLOGY",2013,"140","6","756","770",51,3,4,"Role of kairomones in host location of the pennellid copepod parasite, Lernaeocera branchialis (L. 1767) "
"WOS:000317700900001","Penaranda, DS","Article","MOLECULAR AND CELLULAR ENDOCRINOLOGY",2013,"369","1-2","1","14",79,4,8,"Molecular characterization of three GnRH receptor paralogs in the European eel, Anguilla anguilla: Tissue-distribution and changes in transcript abundance during artificially induced sexual development "
"WOS:000318341400047","Ruangsri, J","Article","PLOS ONE",2013,"8","4","","",44,5,7,"A Novel Beta-Defensin Antimicrobial Peptide in Atlantic Cod with Stimulatory Effect on Phagocytic Activity "
"WOS:000318340400089","Newton, C","Article","PLOS ONE",2013,"8","4","","",23,2,5,"Invasion of the Red Seaweed Heterosiphonia japonica Spans Biogeographic Provinces in the Western North Atlantic Ocean "
"WOS:000317909500006","Glover, KA","Article","PLOS ONE",2013,"8","4","","",63,5,5,"Molecular Genetic Analysis of Stomach Contents Reveals Wild Atlantic Cod Feeding on Piscine Reovirus (PRV) Infected Atlantic Salmon Originating from a Commercial Fish Farm "
"WOS:000318377400017","Beyer, J","Article","MARINE POLLUTION BULLETIN",2013,"69","1-2","28","37",41,2,8,"Environmental harm assessment of a wastewater discharge from Hammerfest LNG: A study with biomarkers in mussels (Mytilus sp.) and Atlantic cod (Gadus morhua) "
"WOS:000316195600009","Opstad, I","Article","AQUACULTURE",2013,"388","","54","59",41,3,6,"The effect of triploidization of Atlantic cod (Gadus morhua L.) on survival, growth and deformities during early life stages "
"WOS:000322290200001","Herrmann, B","Article","AQUATIC LIVING RESOURCES",2013,"26","2","109","120",27,2,4,"Size selectivity of redfish (Sebastes spp.) in the Northeast Atlantic using grid-based selection systems for trawls "
"WOS:000318766200009","Kim, JY","Article","ANIMAL CELLS AND SYSTEMS",2013,"17","2","133","140",40,1,4,"Environmental factors affecting anchovy reproductive potential in the southern coastal waters of Korea "
"WOS:000318093200013","Hernandez, KM","Article","ICES JOURNAL OF MARINE SCIENCE",2013,"70","3","628","635",51,2,9,"Acoustic monitoring of Atlantic cod (Gadus morhua) in Massachusetts Bay: implications for management and conservation "
"WOS:000318001800006","Foley, P","Article","NEW POLITICAL ECONOMY",2013,"18","2","284","307",85,4,1,"National Government Responses to Marine Stewardship Council (MSC) Fisheries Certification: Insights from Atlantic Canada "
"WOS:000317750700004","Feekings, J","Article","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",2013,"70","4","534","542",40,4,3,"The effect of regulation changes and influential factors on Atlantic cod discards in the Baltic Sea demersal trawl fishery "
"WOS:000317811200003","Al-Humaidhi, AW","Article","FISHERIES RESEARCH",2013,"141","","13","23",32,1,3,"The local management of migratory stocks: Implications for sustainable fisheries management "
"WOS:000317811200004","Wilson, J","Article","FISHERIES RESEARCH",2013,"141","","24","30",64,1,3,"The governance of diverse, multi-scale fisheries in which there is a lot to learn "
"WOS:000317811200005","Siceloff, L","Article","FISHERIES RESEARCH",2013,"141","","31","43",91,6,2,"Fine-scale temporal and spatial distributions of Atlantic cod (Gadus morhua) on a western Gulf of Maine spawning ground "
"WOS:000317811200006","Gurshin, CWD","Article","FISHERIES RESEARCH",2013,"141","","44","61",101,3,3,"Synoptic acoustic and trawl surveys of spring-spawning Atlantic cod in the Gulf of Maine cod spawning protection area "
"WOS:000317811200007","Armstrong, MP","Article","FISHERIES RESEARCH",2013,"141","","62","69",36,10,8,"The application of small scale fishery closures to protect Atlantic cod spawning aggregations in the inshore Gulf of Maine "
"WOS:000317811200008","Ames, EP","Article","FISHERIES RESEARCH",2013,"141","","70","78",33,7,2,"Gadids and Alewives: Structure within complexity in the Gulf of Maine "
"WOS:000317811200014","Clapp, AR","Article","FISHERIES RESEARCH",2013,"141","","130","135",61,0,4,"No differences in egg buoyancy and anti-freeze protein production in genetically divergent subpopulations of Gulf of Maine Atlantic Cod (Gadus morhua) "
"WOS:000317301900016","Askarian, F","Article","AQUACULTURE RESEARCH",2013,"44","5","841","846",25,6,5,"The effect of different feeding regimes on enzyme activities of gut microbiota in Atlantic cod (Gadus morhua L.) "
"WOS:000316957800005","Bradbury, IR","Article","EVOLUTIONARY APPLICATIONS",2013,"6","3","450","461",62,27,14,"Genomic islands of divergence and their consequences for the resolution of spatial structure in an exploited marine fish "
"WOS:000316957800013","Teacher, AGF","Article","EVOLUTIONARY APPLICATIONS",2013,"6","3","549","567",90,20,4,"Oceanographic connectivity and environmental correlates of genetic structuring in Atlantic herring in the Baltic Sea "
"WOS:000317002300018","Mohd-Padil, H","Article","MOLECULAR BIOLOGY AND EVOLUTION",2013,"30","4","894","905",82,3,3,"Phylogenetic Analyses Uncover a Novel Clade of Transferrin in Nonmammalian Vertebrates "
"WOS:000316357800002","Villalba-Villalba, AG","Article","FISH PHYSIOLOGY AND BIOCHEMISTRY",2013,"39","2","121","130",32,0,6,"Purification and characterization of chymotrypsin from viscera of vermiculated sailfin catfish, Pterygoplichthys disjunctivus, Weber, 1991 "
"WOS:000316357800009","Liu, CH","Article","FISH PHYSIOLOGY AND BIOCHEMISTRY",2013,"39","2","201","214",48,4,3,"Molecular characterization of two trypsinogens in the orange-spotted grouper, Epinephelus coioides, and their expression in tissues during early development "
"WOS:000316037000004","Skjaerven, KH","Article","FREE RADICAL BIOLOGY AND MEDICINE",2013,"57","","29","38",44,3,4,"Redox regulation in Atlantic cod (Gadus morhua) embryos developing under normal and heat-stressed conditions "
"WOS:000316223900005","Bernreuther, M","Article","JOURNAL OF APPLIED ICHTHYOLOGY",2013,"29","2","331","340",67,4,4,"Growth energetics of juvenile herring, Clupea harengusL.: food conversion efficiency and temperature dependency of metabolic rate "
"WOS:000316223900010","Zhang, C","Article","JOURNAL OF APPLIED ICHTHYOLOGY",2013,"29","2","368","373",38,2,4,"Stock discrimination of the Japanese Spanish mackerel (Scomberomorus niphonius) based on the otolith shape analysis in the Yellow Sea and Bohai Sea "
"WOS:000316223900015","Lazzari, MA","Article","JOURNAL OF APPLIED ICHTHYOLOGY",2013,"29","2","404","409",60,0,1,"Use of submerged aquatic vegetation by young-of-the-year gadoid fishes in Maine estuaries "
"WOS:000337101000002","Barrington, DS","Article","RHODORA",2013,"115","962","133","157",34,0,2,"QUATERNARY DIVERGENCE AND HOLOCENE SECONDARY CONTACT VIA THE NORTHWEST PASSAGE IN THE CIRCUMPOLAR LATHYRUS JAPONICUS (LEGUMINOSAE) "
"WOS:000316202300012","Saele, O","Article","BRITISH JOURNAL OF NUTRITION",2013,"109","6","1071","1081",56,0,6,"Toxic effects of dietary hydrolysed lipids: an in vivo study on fish larvae "
"WOS:000316549400026","Uribe, PM","Article","PLOS ONE",2013,"8","3","","",62,4,9,"Aminoglycoside-Induced Hair Cell Death of Inner Ear Organs Causes Functional Deficits in Adult Zebrafish (Danio rerio) "
"WOS:000318366700001","Laakkonen, HM","Article","BMC EVOLUTIONARY BIOLOGY",2013,"13","","","",56,4,4,"Phylogeography of amphi-boreal fish: tracing the history of the Pacific herring Clupea pallasii in North-East European seas "
"WOS:000313663700009","Moland, E","Article","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2013,"280","1754","","",49,15,8,"Lobster and cod benefit from small-scale northern marine protected areas: inference from an empirical before - after control-impact study "
"WOS:000314642900012","Arnason, T","Article","AQUACULTURE",2013,"380","","70","79",34,1,5,"Effects of salinity and temperature on growth, plasma ions, cortisol and immune parameters of juvenile Atlantic cod (Gadus morhua) "
"WOS:000318780900005","Whitehead, H","Article","CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE",2013,"91","3","141","148",34,1,1,"Trends in cetacean abundance in the Gully submarine canyon, 1988-2011, highlight a 21% per year increase in Sowerbys beaked whales (Mesoplodon bidens) "
"WOS:000318720700001","Dolomatov, S","Article","RUSSIAN JOURNAL OF MARINE BIOLOGY",2013,"39","2","81","91",112,1,3,"Role of temperature in regulation of the life cycle of temperate fish "
"WOS:000318091700004","Brunel, T","Article","ICES JOURNAL OF MARINE SCIENCE",2013,"70","2","270","283",58,6,2,"Is age structure a relevant criterion for the health of fish stocks? "
"WOS:000318091700011","Morgan, MJ","Article","ICES JOURNAL OF MARINE SCIENCE",2013,"70","2","352","361",34,1,6,"Changes in distribution of Greenland halibut in a varying environment "
"WOS:000317043200010","Dupont-Prinet, A","Article","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",2013,"70","3","461","469",82,7,4,"Impact of hypoxia on the metabolism of Greenland halibut (Reinhardtius hippoglossoides) "
"WOS:000317043200011","Curti, KL","Article","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",2013,"70","3","470","484",53,3,4,"Evaluating the performance of a multispecies statistical catch-at-age model "
"WOS:000316559800010","Collie, J","Article","ECOLOGICAL APPLICATIONS",2013,"23","2","374","391",80,5,3,"Rebuilding fish communities: the ghost of fisheries past and the virtue of patience "
"WOS:000316609800069","Vera, M","Article","INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES",2013,"14","3","5694","5711",61,6,6,"Development and Validation of Single Nucleotide Polymorphisms (SNPs) Markers from Two Transcriptome 454-Runs of Turbot (Scophthalmus maximus) Using High-Throughput Genotyping "
"WOS:000316523300005","Furne, M","Article","FISH & SHELLFISH IMMUNOLOGY",2013,"34","3","770","777",70,5,5,"Cytokine gene expression and prostaglandin production in head kidney leukocytes isolated from Atlantic cod (Gadus morhua) added different levels of arachidonic acid and eicosapentaenoic acid "
"WOS:000316105600011","Gil, MD","Article","SCIENTIA MARINA",2013,"77","1","105","118",100,11,5,"Reproductive strategy and fecundity of meagre Argyrosomus regius Asso, 1801 (Pisces: Sciaenidae): implications for restocking programs "
"WOS:000315977900007","Wall, A","Article","GENERAL AND COMPARATIVE ENDOCRINOLOGY",2013,"183","","44","52",72,12,2,"Effects of fasting and feeding on the brain mRNA expressions of orexin, tyrosine hydroxylase (TH), PYY and CCK in the Mexican blind cavefish (Astyanax fasciatus mexicanus) "
"WOS:000316004400003","Couturier, CS","Article","JOURNAL OF FISH BIOLOGY",2013,"82","3","789","805",52,0,4,"Prey exoskeletons influence the course of gastric evacuation in Atlantic cod Gadus morhua "
"WOS:000316004400008","Kelly, JT","Article","JOURNAL OF FISH BIOLOGY",2013,"82","3","877","892",57,3,2,"Abundance, distribution and habitat characteristics of winter skate Leucoraja ocellata in the southern Gulf of St Lawrence: a population on the brink of extirpation? "
"WOS:000316004400012","Carlsson, J","Article","JOURNAL OF FISH BIOLOGY",2013,"82","3","944","958",43,4,10,"Rapid, economical single-nucleotide polymorphism and microsatellite discovery based on de novo assembly of a reduced representation genome in a non-model organism: a case study of Atlantic cod Gadus morhua "
"WOS:000316004400013","Kelly, JT","Article","JOURNAL OF FISH BIOLOGY",2013,"82","3","959","978",70,3,2,"Maturity, size at age and predator-prey relationships of winter skate Leucoraja ocellata in the southern Gulf of St Lawrence: potentially an undescribed endemic facing extirpation "
"WOS:000315369400005","Hansen, TW","Article","COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR",2013,"164","3","176","184",88,3,4,"Genetic ontogeny of pancreatic enzymes in Labrus bergylta larvae and the effect of feed type on enzyme activities and gene expression "
"WOS:000315333600008","Costa, IASF","Article","PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY",2013,"86","2","233","244",51,3,3,"Metabolic and Cardiac Responses of Cunner Tautogolabrus adspersus to Seasonal and Acute Changes in Temperature "
"WOS:000314331100005","Reubens, JT","Article","FISHERIES RESEARCH",2013,"139","","28","34",43,16,6,"Aggregation at windmill artificial reefs: CPUE of Atlantic cod (Gadus morhua) and pouting (Trisopterus luscus) at different habitats in the Belgian part of the North Sea "
"WOS:000314331100016","Kristjansson, T","Article","FISHERIES RESEARCH",2013,"139","","105","109",34,1,1,"Comparison of growth in Atlantic cod (Gadus morhua) originating from the northern and southern coast of Iceland reared under common conditions "
"WOS:000314603000009","Demirel, N","Article","JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM",2013,"93","2","357","364",28,2,2,"Reproductive biology of Trachurus mediterraneus (Carangidae): a detailed study for the Marmara - Black Sea stock "
"WOS:000314447700007","Kim, RO","Article","COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY",2013,"157","2","172","182",62,9,10,"Evaluation of biomarker potential of cytochrome P450 1A (CYP1A) gene in the marine medaka, Oryzias melastigma exposed to water-accommodated fractions (WAFs) of Iranian crude oil "
"WOS:000209185600003","Penglase, S","Article","PEERJ",2013,"1","","","",65,3,6,"Iodine nutrition and toxicity in Atlantic cod (Gadus morhua) larvae "
"WOS:000313569100003","Valles, R","Article","AQUACULTURE",2013,"376","","15","19",27,5,2,"Light conditions for larval rearing of meagre (Argyrosomus regius) "
"WOS:000315246100007","Saha, B","Article","ECOLOGICAL MODELLING",2013,"250","","72","80",58,3,4,"On the evidence of an Allee effect in herring populations and consequences for population survival: A model-based study "
"WOS:000315246100028","Gurkan, Z","Article","ECOLOGICAL MODELLING",2013,"250","","294","306",71,4,7,"Spatio-temporal dynamics of growth and survival of Lesser Sandeel early life-stages in the North Sea: Predictions from a coupled individual-based and hydrodynamic-biogeochemical model "
"WOS:000325236400002","Lambert, Y","Article","FISHERIES RESEARCH",2013,"138","","5","13",66,4,1,"Long-term changes in life history characteristics and reproductive potential of northern Gulf of St. Lawrence cod (Gadus morhua) and consequences for the stock productivity "
"WOS:000325236400003","Wright, PJ","Article","FISHERIES RESEARCH",2013,"138","","14","22",119,6,1,"Methodological challenges to examining the causes of variation in stock reproductive potential "
"WOS:000325236400004","Ganias, K","Article","FISHERIES RESEARCH",2013,"138","","23","30",69,15,1,"Determining the indeterminate: Evolving concepts and methods on the assessment of the fecundity pattern of fishes "
"WOS:000325236400006","Morgan, MJ","Article","FISHERIES RESEARCH",2013,"138","","42","51",61,12,3,"Effect of age and temperature on spawning time in two gadoid species "
"WOS:000325236400007","Koster, FW","Article","FISHERIES RESEARCH",2013,"138","","52","61",83,4,3,"Linking size and age at sexual maturation to body growth, productivity and recruitment of Atlantic cod stocks spanning the North Atlantic "
"WOS:000325236400008","Perez-Rodriguez, A","Article","FISHERIES RESEARCH",2013,"138","","62","70",63,5,4,"Disentangling genetic change from phenotypic response in reproductive parameters of Flemish Cap cod Gadus morhua "
"WOS:000325236400013","Wuenschel, MJ","Article","FISHERIES RESEARCH",2013,"138","","110","119",58,7,3,"Relations between total gonad energy and physiological measures of condition in the period leading up to spawning: Results of a laboratory experiment on black sea bass (Centropristis striata) "
"WOS:000325236400015","Witthames, PR","Article","FISHERIES RESEARCH",2013,"138","","128","138",36,3,5,"Contrasting development and delivery of realised fecundity in Atlantic cod (Gadus morhua) stocks from cold and warm waters "
"WOS:000325236400019","Spencer, PD","Article","FISHERIES RESEARCH",2013,"138","","159","167",31,7,2,"Incorporation of weight-specific relative fecundity and maternal effects in larval survival into stock assessments "
"WOS:000325236400020","Cervino, S","Article","FISHERIES RESEARCH",2013,"138","","168","178",34,6,6,"Impact of egg production and stock structure on MSY reference points and its management implications for southern hake (Merluccius merluccius) "
"WOS:000316092500004","Cote, D","Article","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY",2013,"440","","22","28",54,2,5,"Elevated habitat quality reduces variance in fish community composition "
"WOS:000316649200017","Aranda, G","Article","JOURNAL OF SEA RESEARCH",2013,"76","","154","160",65,5,5,"Evaluation of Atlantic bluefin tuna reproductive potential in the western Mediterranean Sea "
"WOS:000316017500001","Gronkjaer, P","Article","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",2013,"70","2","143","146",12,4,8,"Stable N and C isotopes in the organic matrix of fish otoliths: validation of a new approach for studying spatial and temporal changes in the trophic structure of aquatic ecosystems "
"WOS:000314748500006","Bergqvist, J","Article","JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS",2013,"26","1","75","99",65,7,2,"Finfish Aquaculture: Animal Welfare, the Environment, and Ethical Implications "
"WOS:000315008600015","Bratberg, M","Article","CHEMOSPHERE",2013,"90","7","2157","2171",94,0,6,"Effects of oil pollution and persistent organic pollutants (POPs) on glycerophospholipids in liver and brain of male Atlantic cod (Gadus morhua) "
"WOS:000314623100004","Nahrgang, J","Article","AQUATIC TOXICOLOGY",2013,"127","","21","35",113,8,10,"Seasonal variation in biomarkers in blue mussel (Mytilus edulis), Icelandic scallop (Chlamys islandica) and Atlantic cod (Gadus morhua)-Implications for environmental monitoring in the Barents Sea "
"WOS:000314623100007","Cannas, M","Article","AQUATIC TOXICOLOGY",2013,"127","","54","60",62,2,6,"PCBs contamination does not alter aerobic metabolism and tolerance to hypoxia of juvenile sole (Solea solea, L. 1758) "
"WOS:000314388700003","Petersen, LH","Article","COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE",2013,"164","2","291","300",80,2,5,"Involvement of beta(3)-adrenergic receptors in in vivo cardiovascular regulation in rainbow trout (Oncorhynchus mykiss) "
"WOS:000314065100013","Dupuy, C","Article","ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH",2013,"20","2","749","760",72,0,6,"A multibiomarker approach on the Atlantic tomcod (Microgadus tomcod) in the St. Lawrence Estuary "
"WOS:000313740600012","Cook, DG","Article","JOURNAL OF EXPERIMENTAL BIOLOGY",2013,"216","3","369","378",46,7,5,"Low-O-2 acclimation shifts the hypoxia avoidance behaviour of snapper (Pagrus auratus) with only subtle changes in aerobic and anaerobic function "
"WOS:000313740600019","Driedzic, WR","Article","JOURNAL OF EXPERIMENTAL BIOLOGY",2013,"216","3","437","446",31,3,3,"Glucose uptake and metabolism by red blood cells from fish with different extracellular glucose levels "
"WOS:000313653800012","George, EM","Article","AQUACULTURE INTERNATIONAL",2013,"21","1","157","176",52,2,2,"Output of organic material from land-based juvenile Atlantic cod (Gadus morhua) tanks "
"WOS:000313692300003","Gao, J","Article","AQUACULTURE NUTRITION",2013,"19","1","35","44",48,6,6,"Effect of dietary oxidized fish oil and vitamin C supplementation on growth performance and reduction of oxidative stress in Red Sea Bream Pagrus major "
"WOS:000313692300010","Ostaszewska, T","Article","AQUACULTURE NUTRITION",2013,"19","1","100","109",57,5,6,"The effect of dipeptide, Lys-Gly, supplemented diets on digestive tract histology in juvenile yellow perch (Perca flavescens) "
"WOS:000313561700033","Guallar-Castillon, P","Article","ATHEROSCLEROSIS",2013,"226","2","502","509",44,0,5,"The Southern European Atlantic Diet is associated with lower concentrations of markers of coronary risk "
"WOS:000313650600013","Fischer, S","Article","BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY",2013,"67","2","293","299",62,6,2,"Eutrophication alters social preferences in three-spined sticklebacks (Gasterosteus aculeatus) "
"WOS:000313412300004","Wessel, N","Article","POLYCYCLIC AROMATIC COMPOUNDS",2013,"33","1","52","71",60,1,5,"UPLC MS/MS Quantification of Primary Metabolites of Benzo[a]pyrene and Fluoranthene Produced In Vitro by Sole (Solea solea) Liver Microsomal Activation "
"WOS:000312390700013","Ng, WK","Article","AQUACULTURE",2013,"372","","97","110",45,5,4,"Effects of dietary fish and vegetable oils on the growth, tissue fatty acid composition, oxidative stability and vitamin E content of red hybrid tilapia and efficacy of using fish oil finishing diets "
"WOS:000315125600034","Yadetie, F","Article","AQUATIC TOXICOLOGY",2013,"126","","314","325",75,10,7,"Global transcriptome analysis of Atlantic cod (Gadus morhua) liver after in vivo methylmercury exposure suggests effects on energy metabolism pathways "
"WOS:000339166300013","Thorstad, EB","Article","TURKISH JOURNAL OF FISHERIES AND AQUATIC SCIENCES",2013,"13","","881","896",74,1,4,"The Use of Electronic Tags in Fish Research - An Overview of Fish Telemetry Methods "
"WOS:000331437600004","Papadakis, IE","Article","JOURNAL OF BIOLOGICAL RESEARCH-THESSALONIKI",2013,"20","","208","216",26,1,5,"Escape-related behavior of juvenile gilthead sea bream (Sparus aurata) versus rearing density in experimental conditions "
"WOS:000328545104021","Gudmundsdottir, A","Article","HANDBOOK OF PROTEOLYTIC ENZYMES, VOLS 1 AND 2, 3RD EDITION",2013,"","","2621","2624",14,0,3,"Trypsin I in Fish "
"WOS:000329369900005","Klibansky, N","Article","MARINE AND COASTAL FISHERIES",2013,"5","1","39","52",76,0,2,"Size-Dependent and Temporal Variability in Batch Number and Fecundity of Red Porgy, a Protogynous, Indeterminate Spawner, in the US South Atlantic "
"WOS:000325306300003","Estes, JA","Article","BULLETIN OF MARINE SCIENCE",2013,"89","1","11","29",105,8,3,"EXPLORING THE CONSEQUENCES OF SPECIES INTERACTIONS THROUGH THE ASSEMBLY AND DISASSEMBLY OF FOOD WEBS: A PACIFIC-ATLANTIC COMPARISON "
"WOS:000325306300005","Burgos, J","Article","BULLETIN OF MARINE SCIENCE",2013,"89","1","57","81",45,2,4,"FLUCTUATIONS IN RANGE AND ABUNDANCE OF SNOW CRAB (CHIONOECETES OPILIO) FROM THE EASTERN BERING SEA: WHAT ROLE FOR PACIFIC COD (GADUS MACROCEPHALIIS) PREDATION? "
"WOS:000325306300007","Collie, J","Article","BULLETIN OF MARINE SCIENCE",2013,"89","1","107","122",30,9,4,"PREDATION ON PRERECRUITS CAN DELAY REBUILDING OF DEPLETED COD STOCKS "
"WOS:000325282500015","Trzcinski, MK","Article","MARINE ECOLOGY PROGRESS SERIES",2013,"491","","187","197",64,1,4,"Variation in ocean colour may help predict cod and haddock recruitment "
"WOS:000324550600017","Lindegren, M","Article","MARINE ECOLOGY PROGRESS SERIES",2013,"490","","223","232",54,2,2,"Threshold-dependent climate effects and high mortality limit recruitment and recovery of the Kattegat cod "
"WOS:000323002600002","Ndjaula, HON","Article","AFRICAN JOURNAL OF MARINE SCIENCE",2013,"35","2","141","150",43,0,3,"Reproductive biology of horse mackerel Trachurus capensis and Trachurus trecae in Namibia and Angola "
"WOS:000324199700002","Bjornsson, B","Article","AQUATIC BIOLOGY",2013,"19","1","13","18",42,0,2,"Synchronous and vertically undulating swimming behaviour of Atlantic cod Gadus morhua "
"WOS:000323032800009","Bowden, TJ","Article","ADVANCES IN AQUACULTURE HATCHERY TECHNOLOGY",2013,"","242","223","245",116,0,2,"Management of finfish and shellfish larval health in aquaculture hatcheries "
"WOS:000323075600005","Patterson, K","Article","AQUACULTURE ENVIRONMENT INTERACTIONS",2013,"4","1","53","65",53,1,2,"Oncorhynchus mykiss escaped from commercial freshwater aquaculture pens in Lake Huron, Canada "
"WOS:000322577400013","Murphy, HM","Article","MARINE ECOLOGY PROGRESS SERIES",2013,"487","","151","162",74,9,4,"Interannual variation in larval abundance and growth in snapper Chrysophrys auratus (Sparidae) is related to prey availability and temperature "
"WOS:000322577400017","Boucher, JM","Article","MARINE ECOLOGY PROGRESS SERIES",2013,"487","","201","215",65,3,4,"Effects of interannual environmental variability on the transport-retention dynamics in haddock Melanogrammus aeglefinus larvae on Georges Bank "
"WOS:000321008200016","Gao, J","Article","MARINE ECOLOGY PROGRESS SERIES",2013,"485","","211","222",99,1,2,"Genetic and maternal variation in early growth in the Atlantic silverside Menidia menidia "
"WOS:000320321300020","Oigard, TA","Article","MARINE ECOLOGY PROGRESS SERIES",2013,"484","","287","",69,2,5,"Functional relationship between harp seal body condition and available prey in the Barents Sea "
"WOS:000319985300006","Korsoen, OJ","Article","AQUACULTURE ENVIRONMENT INTERACTIONS",2013,"3","3","245","255",44,1,7,"Towards cod without spawning: artificial continuous light in submerged sea-cages maintains growth and delays sexual maturation for farmed Atlantic cod Gadus morhua "
"WOS:000319876000005","Reum, JCP","Article","FISHERIES OCEANOGRAPHY",2013,"22","4","324","336",56,2,6,"Biotic and abiotic controls on body size during critical life history stages of a pelagic fish, Pacific herring (Clupea pallasii) "
"WOS:000319189700008","Fazli, H","Article","ZOOLOGY IN THE MIDDLE EAST",2013,"59","1","51","58",28,1,4,"Long-term changes in fecundity of the Kutum, Rutilus frisii kutum Kamensky, 1901, in the Caspian Sea (Osteichthyes: Cyprinidae) "
"WOS:000318777600003","Fraser, JD","Article","CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE",2013,"91","1","13","16",32,5,4,"The Red Knot (Calidris canutus rufa) decline in the western hemisphere: is there a lemming connection? "
"WOS:000318565700021","Piccirillo, C","Article","JOURNAL OF MATERIALS CHEMISTRY A",2013,"1","21","6452","6461",51,10,8,"Calcium phosphate-based materials of natural origin showing photocatalytic activity "
"WOS:000318433500009","Nielsen, B","Article","AQUATIC BIOLOGY",2013,"18","2","197","207",42,3,6,"Individual behaviour of Baltic cod Gadus morhua in relation to sex and reproductive state "
"WOS:000317937600015","Ottersen, G","Article","MARINE ECOLOGY PROGRESS SERIES",2013,"480","","205","225",84,11,7,"Temporal shifts in recruitment dynamics of North Atlantic fish stocks: effects of spawning stock and temperature "
"WOS:000317937600018","Hjermann, DO","Article","MARINE ECOLOGY PROGRESS SERIES",2013,"480","","263","",64,7,5,"Spatial analysis of North Sea cod recruitment: concurrent effects of changes in spawning stock biomass, temperature and herring abundance "
"WOS:000317937600019","Durant, JM","Article","MARINE ECOLOGY PROGRESS SERIES",2013,"480","","277","",50,7,8,"Population growth across heterogeneous environments: effects of harvesting and age structure "
"WOS:000317939200018","Rodrigues, KA","Article","NEOTROPICAL ICHTHYOLOGY",2013,"11","1","153","162",58,0,4,"Seasonal analysis of condition, biochemical and bioenergetic indices of females of Brazilian flathead, Percophis brasiliensis "
"WOS:000316362200002","Serra-Llinares, RM","Article","AQUACULTURE ENVIRONMENT INTERACTIONS",2013,"3","2","107","116",35,5,6,"Post-escape dispersal of juvenile Atlantic cod Gadus morhua from Norwegian fish farms and their potential for recapture "
"WOS:000316362200006","Arechavala-Lopez, P","Article","AQUACULTURE ENVIRONMENT INTERACTIONS",2013,"3","2","153","161",90,6,5,"AS WE SEE IT Reared fish, farmed escapees and wild fish stocks-a triangle of pathogen transmission of concern to Mediterranean aquaculture management "
"WOS:000316865600002","Dayal, JS","Article","ISRAELI JOURNAL OF AQUACULTURE-BAMIDGEH",2013,"65","","","",31,0,5,"Free and Total Amino Acids in Eggs of Greasy Grouper, Epinephelus tauvina, during Embryogenesis "
